model_id,lema,jawaban_model,kunci_hadir,sim_definisi,persentil_vs_skor_kebetulan,peringkat_dalam_lema,jumlah_makna,latency_ms,biaya_usd,tokens_in,tokens_out
deepseek-v4-flash-0731,Iki,"""Iki"" dalam bahasa Indonesia berarti ""ini"".",1,0.2396,0.8925,16,1,5928,2.6699e-05,31,69
deepseek-v4-flash-0731,Inggil,"Inggil berarti ""tinggi"" dalam bahasa Indonesia.",1,0.2798,0.9365,15,3,3574,1.38285e-05,31,97
deepseek-v4-flash-0731,Isuk,"Kata ""Isuk"" dalam bahasa Jawa berarti ""pagi"" dalam bahasa Indonesia.",1,0.3677,0.9813,12,1,1294,1.179e-05,31,50
deepseek-v4-flash-0731,Jalaran,"""Jalaran"" artinya ""karena"" atau ""sebab"" dalam bahasa Indonesia.",1,0.5637,0.9991,2,1,1444,2.77816e-05,31,210
deepseek-v4-flash-0731,Janganan,Janganan artinya sayur-sayuran atau masakan yang terbuat dari sayur.,1,0.5531,0.9989,4,1,1639,3.472e-05,38,105
deepseek-v4-flash-0731,Jeblos,"Arti kata ""jeblos"" adalah masuk ke dalam lubang atau terperosok (jatuh ke dalam lubang/rongga).",1,0.6314,0.9997,5,1,5308,3.43e-05,32,229
deepseek-v4-flash-0731,Jeglongan,Jeglongan artinya lubang besar atau tanah yang berlubang dalam (seperti lubang jalan).,1,0.5382,0.9986,4,1,1018,1.39832e-05,33,97
deepseek-v4-flash-0731,Kae,"Kae artinya ""itu"" (untuk benda/orang yang letaknya agak jauh atau telah disebutkan sebelumnya).",1,0.2344,0.885,6,1,2459,4.9855876e-05,31,188
deepseek-v4-flash-0731,Kajeng,"Kajeng berarti ""kehendak"" atau ""maksud"" (dalam bahasa Jawa halus/krama).",1,0.2635,0.9211,6,2,6099,9.506e-05,31,324
deepseek-v4-flash-0731,Kawulo,"Kawulo berarti ""saya"" (dalam bahasa krama/alus) atau ""hamba/rakyat"" dalam bahasa Indonesia.",1,0.4179,0.9908,8,2,14939,3.218e-05,31,165
deepseek-v4-flash-0731,Kaya dene,"Artinya ""seperti"" atau ""bagaikan"".",1,0.4242,0.9916,5,1,2021,1.3419e-05,33,90
deepseek-v4-flash-0731,Kebluk,Kebluk artinya kebanyakan atau berlebihan (terlalu banyak).,0,0.2995,0.9515,7,2,3123,2.27402e-05,32,169
deepseek-v4-flash-0731,Keluk,"Keluk berarti ""asap"" (atau bisa juga berarti ""lengkung/bengkok"").",1,0.6024,0.9995,3,1,11377,0.00013034,31,450
deepseek-v4-flash-0731,Kepethuk,Kepethuk artinya bertemu atau tertemu (saling berjumpa).,1,0.6734,0.9998,2,1,4216,2.226e-05,32,143
deepseek-v4-flash-0731,Keplongor,"Arti kata ""keplongor"" adalah terpeleset atau tergelincir (karena licin), atau bisa juga berarti terperosok masuk ke lubang.",0,0.2049,0.8344,6,1,3120,3.342e-05,33,171
deepseek-v4-flash-0731,Kiwa,"""Kiwa"" en javanés significa ""allí"" o ""ese lugar"" en indonesio.",0,0.173,0.7602,18,1,4119,6.2685e-05,31,283
deepseek-v4-flash-0731,Koen,"Kata ""Koen"" berarti ""kamu"" dalam bahasa Indonesia.",1,0.5194,0.9981,9,1,2407,3.4483876e-05,31,127
deepseek-v4-flash-0731,Kowe,"""Kowe"" dalam bahasa Jawa berarti ""kamu"" (you) dalam bahasa Indonesia.",1,0.0972,0.4911,20,1,6823,5.3445e-05,31,239
deepseek-v4-flash-0731,Kula,"Kata ""Kula"" artinya ""Saya"" (aku).",1,0.1277,0.6149,5,1,11650,5.481e-05,31,289
deepseek-v4-flash-0731,Kulon,"Kulon berarti ""Barat"" dalam bahasa Indonesia.",1,0.2634,0.921,6,1,3749,5.6525e-05,31,146
deepseek-v4-flash-0731,Kupat,Kupat berarti ketupat dalam bahasa Indonesia.,1,0.3808,0.9845,16,1,4269,2.429e-05,31,158
deepseek-v4-flash-0731,Lanang,Lanang artinya laki-laki atau pria.,1,0.5564,0.999,1,1,2946,2.925e-05,31,147
deepseek-v4-flash-0731,lhais,"Artinya ""sudah"" atau ""ternyata"" (sebagai ungkapan penegasan atau keterkejutan bahwa sesuatu telah terjadi).",0,0.1361,0.6459,7,1,4640,7.798e-05,32,419
deepseek-v4-flash-0731,Likur,"""Likur"" dalam bahasa Jawa berarti ""minuman alkoholis"" atau ""spirit"" (especially local distilled liquor).",0,0.022,0.1645,19,1,7343,7.1505e-05,31,325
deepseek-v4-flash-0731,Londo ireng,"Arti dari ""Londo ireng"" adalah orang asing (bule) yang berkulit hitam.",0,0.3514,0.9763,7,1,4361,0.000135443868,33,527
deepseek-v4-flash-0731,Luwes,"Luwes berarti lentur, tidak kaku, atau pandai menyesuaikan diri dalam bersikap dan bergerak.",1,0.7725,1.0,1,2,2755,4.4299e-05,31,124
deepseek-v4-flash-0731,Mbanyol,Mbanyol artinya bercanda atau melawak.,1,0.5608,0.999,6,1,1973,6.006e-05,31,199
deepseek-v4-flash-0731,Mbeling,"Mbeling artinya nakal, bandel, atau suka bertingkah melawan (tidak mau menuruti nasihat).",1,0.4791,0.9964,5,1,1350,4.084e-05,32,131
deepseek-v4-flash-0731,mbesengut,"Arti kata ""mbesengut"" dalam bahasa Indonesia adalah cemberut atau masam (muka yang merengut tidak senang).",1,0.1839,0.7881,13,1,2071,4.662e-05,39,147
deepseek-v4-flash-0731,Mbok,"""Mbok"" dalam bahasa Indonesia berarti panggilan untuk wanita yang lebih tua, sering juga merujuk pada ibu atau pembantu rumah tangga.",1,0.7271,1.0,6,2,3873,6.65896e-05,31,525
deepseek-v4-flash-0731,Mboten,"""Mboten"" berarti **""tidak""** dalam bahasa Indonesia.",1,0.2984,0.9507,12,1,14114,3.9956e-05,32,217
deepseek-v4-flash-0731,Meh,"Kata ""meh"" dalam bahasa Jawa berarti ""hampir"" atau ""nyaris"".",1,0.4242,0.9916,6,1,1749,1.21968e-05,30,84
deepseek-v4-flash-0731,Mekaten,"""Mekaten"" dalam bahasa Indonesia berarti **""demikian""** atau **""seperti itu""**.",1,0.3838,0.9852,9,1,19707,5.7928e-05,31,317
deepseek-v4-flash-0731,Mendoan,Mendoan adalah tempe yang digoreng setengah matang dengan lapisan tepung berbumbu.,1,0.8513,1.0,2,1,3383,1.2978e-05,32,87
deepseek-v4-flash-0731,Meneh,"Arti kata ""meneh"" dalam bahasa Indonesia adalah ""lagi"" atau ""ulangi"".",1,0.7012,0.9999,3,1,1781,2.9019872e-05,32,105
deepseek-v4-flash-0731,Menungso,Menungso artinya manusia.,1,0.3614,0.9796,3,1,3222,3.75e-05,32,69
deepseek-v4-flash-0731,Mrene,"""Mrene"" artinya ""ke sini"" atau ""kemari"" dalam bahasa Indonesia.",1,0.6071,0.9995,2,1,2822,1.3041e-05,31,88
deepseek-v4-flash-0731,Mripate,Mripate artinya matanya.,1,0.4862,0.9968,1,1,4110,8.5e-05,32,164
deepseek-v4-flash-0731,Muwah-muwuh,"""Mau-mau"" (bersedia) tetapi biasanya berarti pura-pura mau atau ragu-ragu.",0,0.2209,0.8636,10,1,29248,8.18e-05,35,449
deepseek-v4-flash-0731,Namung,"Namung artinya ""hanya"" atau ""saja"" dalam bahasa Indonesia.",1,0.4742,0.9961,2,1,1420,2.19912e-05,31,163
deepseek-v4-flash-0731,Nanging,"""Nanging"" berarti ""tetapi"" atau ""tapi"" dalam bahasa Indonesia.",1,0.3047,0.9548,13,1,3017,2.022034e-05,31,149
deepseek-v4-flash-0731,Ndrawasi,Ndrawasi artinya berbicara atau menasihati dengan sikap menggurui atau sok pintar.,0,0.4065,0.9892,3,2,6283,4.592e-05,32,148
deepseek-v4-flash-0731,Nduwur,"Nduwur artinya ""di atas"" atau ""bagian atas"".",1,0.4201,0.9911,10,1,1679,2.1287868e-05,33,74
deepseek-v4-flash-0731,Nedha,"Nedha berarti ""makan"" (dalam tingkatan bahasa Jawa halus/krama).",1,0.2804,0.937,7,1,1861,2.79048e-05,31,211
deepseek-v4-flash-0731,Ngarit,Ngarit berarti memotong rumput dengan sabit untuk pakan ternak.,1,0.7765,1.0,5,1,1733,2.9775872e-05,32,108
deepseek-v4-flash-0731,Ngebaki,Mengisi (sampai penuh) atau memenuhi.,1,0.301,0.9524,6,1,5302,0.00012824,32,442
deepseek-v4-flash-0731,Ngecembeng,"Ngecembeng berarti ""menikam atau menyayat dengan pisau kecil"" dalam bahasa Indonesia.",0,0.1558,0.7116,12,1,26352,0.0002208,34,535
deepseek-v4-flash-0731,Ngelih,Ngelih berarti lapar.,1,0.555,0.9989,4,1,2116,3.6247876e-05,31,134
deepseek-v4-flash-0731,nggapleki,Mengeringkan atau menjemur (singkong) hingga menjadi gaplek.,0,0.1844,0.7894,12,1,5627,3.6414e-05,34,272
deepseek-v4-flash-0731,Nggawe,Nggawe artinya membuat.,1,0.5007,0.9974,4,1,21006,3.717e-05,33,190
deepseek-v4-flash-0731,nggeh,"Nggeh artinya ""iya"" atau ""ya"" (bentuk sopan).",1,0.2126,0.8494,12,1,7349,4.716e-05,32,246
deepseek-v4-flash-0731,Nggoser,Nggoser berarti menggeser (pantat) untuk pindah tempat duduk.,0,0.2505,0.9065,11,1,3314,8.6979872e-05,32,335
deepseek-v4-flash-0731,Nggugah,"Nggugah artinya membangunkan atau membangkitkan (kesadaran, perasaan, atau orang yang tidur).",1,0.4862,0.9968,5,1,1528,4.125e-05,33,132
deepseek-v4-flash-0731,Ngono,"Artinya ""begitu"" atau ""seperti itu"".",1,0.303,0.9537,3,1,3185,7.5559876e-05,31,290
deepseek-v4-flash-0731,Niku,"Niku artinya ""itu"" dalam bahasa Indonesia.",1,0.1942,0.8121,2,1,2532,1.67e-05,31,79
deepseek-v4-flash-0731,Ning,"""Ning"" dalam bahasa Jawa berarti ""di"" (kata depan untuk tempat), atau bisa juga digunakan sebagai panggilan untuk perempuan muda (seperti ""mbak"").",0,0.4233,0.9915,5,2,8993,0.00014224,30,493
deepseek-v4-flash-0731,Ningali,Ningali artinya melihat.,1,0.1219,0.5923,18,1,2363,1.197e-05,31,70
deepseek-v4-flash-0731,Njero,"Arti kata ""Njero"" dalam bahasa Indonesia adalah ""di dalam"" (bagian dalam).",1,0.2836,0.9397,2,1,2771,4.718e-05,31,153
deepseek-v4-flash-0731,Nrimo,Arti kata *nrimo* dalam bahasa Indonesia adalah **menerima dengan ikhlas** atau **rela** (biasanya dalam konteks pasrah terhadap keadaan).,1,0.5197,0.9982,8,1,6287,8.096e-06,32,40
deepseek-v4-flash-0731,Nyambut,Nyambut artinya bekerja.,1,0.312,0.9591,7,1,1785,3.208e-05,32,164
deepseek-v4-flash-0731,Nyandhak,Nyandhak artinya **menyandar** atau **bersandar**.,0,0.4818,0.9965,7,1,11466,3.0056e-05,32,162
deepseek-v4-flash-0731,Og,"Arti kata ""Og"" dalam bahasa Jawa adalah ""tidak"" atau ""nggak"".",0,0.35,0.9759,4,1,1383,4.114e-05,30,133
deepseek-v4-flash-0731,Padha,"Padha berarti ""sama"" atau ""serupa"" dalam bahasa Indonesia.",1,0.6861,0.9999,9,3,1957,2.83976e-05,31,215
deepseek-v4-flash-0731,Pancen,"Pancen artinya ""memang"" atau ""sungguh-sungguh"" dalam bahasa Indonesia.",1,0.4216,0.9913,6,1,7804,3.01e-05,31,92
deepseek-v4-flash-0731,Panggah,"Arti kata ""panggah"" dalam bahasa Indonesia adalah ""tetap"" atau ""teguh"" (tidak berubah pendirian).",1,0.47,0.9958,8,1,4416,1.988e-05,32,126
deepseek-v4-flash-0731,Panjenengan,Panjenengan artinya Anda (kata ganti orang kedua yang halus).,1,0.1396,0.6586,19,1,4751,3.6e-05,32,184
deepseek-v4-flash-0731,Pedhot,"Pedhot berarti ""putus"" dalam bahasa Indonesia.",1,0.0861,0.4427,12,1,1321,4.911e-05,31,161
deepseek-v4-flash-0731,Pewe,"Arti kata ""pewe"" dalam bahasa Indonesia adalah ""bagaimana"".",0,0.3676,0.9813,5,2,21208,0.00010215,31,552
deepseek-v4-flash-0731,Pindho,Pindho artinya **dua kali** atau **kedua**.,1,0.523,0.9983,2,1,11452,3.0056e-05,32,162
deepseek-v4-flash-0731,Pirantos,"Pirantos berarti perangkat, alat, atau perkakas (dalam bahasa Jawa halus/krama).",1,0.5885,0.9994,4,1,2579,1.78234e-05,32,129
deepseek-v4-flash-0731,Pitakon,Pitakon artinya pertanyaan.,1,0.4918,0.997,15,1,7373,2.583e-05,31,128
deepseek-v4-flash-0731,Piyambak,"Piyambak artinya ""sendiri"" atau ""diri sendiri"" dalam bahasa Indonesia.",1,0.6254,0.9997,8,2,1878,3.234e-05,33,99
deepseek-v4-flash-0731,Purun,"Purun artinya ""mau"" atau ""bersedia"" dalam bahasa Indonesia.",1,0.6557,0.9998,6,1,2844,3.13544e-05,31,239
deepseek-v4-flash-0731,Reksa,Reksa berarti menjaga atau memelihara.,1,0.6521,0.9998,9,1,4752,1.804e-05,32,86
deepseek-v4-flash-0731,Rene,"Rene artinya ""ke sini"" dalam bahasa Indonesia.",1,0.4172,0.9907,6,1,3272,1.211e-05,31,71
deepseek-v4-flash-0731,Riyoyo,Riyoyo berarti hari raya (khususnya Lebaran/Idul Fitri) dalam bahasa Indonesia.,1,0.4104,0.9898,6,1,3851,9.7825e-05,31,264
deepseek-v4-flash-0731,Rontek,"Rontek adalah alat musik tradisional Jawa berupa bambu yang dipukul untuk mengeluarkan bunyi, sering digunakan untuk mengusir hama atau mengiringi acara.",0,0.4597,0.9952,3,1,4465,6.426e-05,31,214
deepseek-v4-flash-0731,Sae,Sae artinya baik atau bagus.,1,0.409,0.9896,13,1,2899,9.89506e-06,31,65
deepseek-v4-flash-0731,Saged,Saged artinya bisa atau dapat.,1,0.4321,0.9926,8,1,2549,2.31e-05,31,67
deepseek-v4-flash-0731,Sagedipun,“Sagedipun” berarti “sebisanya” atau “semampunya” dalam bahasa Indonesia.,1,0.1385,0.6545,11,1,4399,8.75e-05,39,293
deepseek-v4-flash-0731,Sampun,"Sampun berarti ""sudah"" atau ""selesai"" dalam bahasa Indonesia.",1,0.5098,0.9978,4,2,3377,0.00026488,32,190
deepseek-v4-flash-0731,Sanadyan,"Sanadyan artinya ""meskipun"" atau ""walaupun"".",1,0.3898,0.9864,3,1,2358,1.143156e-05,32,77
deepseek-v4-flash-0731,Seje,"Seje artinya ""lain"" atau ""beda"".",1,0.3924,0.9869,5,1,2388,1.233e-05,31,53
deepseek-v4-flash-0731,Senep,"Kata ""senep"" dalam bahasa Jawa berarti ""kalah"" atau ""kehabisan tenaga"" (lesu).",0,0.2801,0.9368,8,2,1838,1.91576e-05,31,140
deepseek-v4-flash-0731,Sewelas,Sewelas artinya sebelas (11).,1,0.4684,0.9957,5,1,1707,2.338e-05,31,68
deepseek-v4-flash-0731,Sitok,"Arti kata ""sitok"" dalam bahasa Indonesia adalah ""satu"".",1,0.3204,0.9635,3,1,1397,2.898e-05,37,85
deepseek-v4-flash-0731,Songo,"Songo berarti ""sembilan"" dalam bahasa Indonesia.",1,0.3452,0.9743,5,1,3581,2.2365e-05,31,162
deepseek-v4-flash-0731,sopo,"""Sopo"" berarti ""siapa"" dalam bahasa Indonesia.",1,0.4113,0.9899,4,1,7688,4.211e-05,31,136
deepseek-v4-flash-0731,Stel kendo,"Artinya ""kendurkan"" atau ""longgarkan"" (sesuatu).",1,0.2812,0.9377,4,1,5905,4.39439e-05,33,341
deepseek-v4-flash-0731,Sugeng,"""Sugeng"" artinya selamat (dalam sapaan atau doa keselamatan).",1,0.3727,0.9827,17,1,5497,3.773e-05,31,254
deepseek-v4-flash-0731,Sumelang,Sumelang artinya khawatir atau cemas.,1,0.4452,0.994,8,1,1766,2.632e-05,32,78
deepseek-v4-flash-0731,Sundel,Sundel berarti pelacur atau wanita jalang.,1,0.3143,0.9603,8,2,8735,4.244e-05,31,222
deepseek-v4-flash-0731,Surup,Surup artinya matahari terbenam atau senja.,1,0.6885,0.9999,7,1,2048,5e-05,31,92
deepseek-v4-flash-0731,Syawalan,"Syawalan adalah tradisi silaturahmi dan saling memaafkan setelah Hari Raya Idul Fitri yang dilakukan di bulan Syawal, biasanya dengan makan bersama ketupat.",1,0.8595,1.0,1,1,5861,3.5e-05,32,234
deepseek-v4-flash-0731,Tali goci,Tali goci artinya tali pengikat atau pegangan pada kendi (goci).,0,0.4698,0.9958,6,1,7621,4.1139e-05,33,310
deepseek-v4-flash-0731,Tengen,Tengen artinya kanan.,1,0.3601,0.9792,5,1,2823,1.143e-05,31,48
deepseek-v4-flash-0731,Tiwas,Tiwas berarti sia-sia atau percuma (tidak mendapatkan hasil yang diharapkan).,1,0.523,0.9983,8,3,1753,3.063e-05,31,95
deepseek-v4-flash-0731,Tresna,Tresna dalam bahasa Indonesia berarti cinta atau kasih sayang.,1,0.5057,0.9976,5,1,1815,2.66728e-05,31,201
deepseek-v4-flash-0731,Tumbas,Tumbas artinya membeli (dalam bahasa Jawa halus/krama).,1,0.5009,0.9974,3,1,3729,1.428e-05,32,86
deepseek-v4-flash-0731,Tur,"Artinya ""tahu"" (mengetahui).",0,0.1623,0.7309,4,1,4303,5.73e-05,30,305
deepseek-v4-flash-0731,Unjung-unjung,Unjung-unjung berarti bertamu atau bersilaturahmi (biasanya untuk menghormati orang tua atau atasan).,1,0.5677,0.9991,3,1,4429,3.220504e-05,34,245
deepseek-v4-flash-0731,Urug,"Arti kata ""urug"" dalam bahasa Indonesia adalah menimbun atau menguruk (tanah, lubang, atau permukaan) dengan tanah atau material lain.",1,0.6699,0.9998,8,1,2025,3.85e-05,31,122
deepseek-v4-flash-0731,Wadon,Wadon berarti perempuan atau wanita.,1,0.4859,0.9968,3,1,3457,4.186e-05,31,134
deepseek-v4-flash-0731,Wedhi,Wedhi artinya pasir.,1,0.3914,0.9866,2,1,2186,9.387e-06,31,59
deepseek-v4-flash-0731,Wo,"Arti kata ""wo"" dalam bahasa Jawa (dialek Banyumasan) adalah ""air"".",0,0.1408,0.6628,12,2,3940,5.28e-05,30,280
deepseek-v4-flash-0731,Yen,"""Yen"" dalam bahasa Indonesia berarti ""jika"" atau ""kalau"".",1,0.513,0.9979,13,1,4716,4.002e-05,30,129
deepseek-v4-flash,akeh,"Arti kata ""akeh"" dalam bahasa Indonesia adalah ""banyak"".",1,0.3795,0.9842,7,1,2963,2.2128e-05,31,112
deepseek-v4-flash,Anggitan,Anggitan berarti karangan atau karya sastra (terutama tembang).,1,0.4829,0.9966,3,1,1867,2.10672e-05,32,116
deepseek-v4-flash,bajigur,"Bajigur adalah minuman hangat khas Sunda/Jawa yang terbuat dari campuran santan, gula aren, dan jahe.",1,0.7283,1.0,3,2,3196,5.652e-05,32,187
deepseek-v4-flash,Balung,Balung artinya tulang.,1,0.4514,0.9944,2,1,2799,1.431e-05,31,64
deepseek-v4-flash,bantet,"Bantet berarti bantat atau tidak mengembang (biasanya untuk kue/roti), atau bisa juga berarti tersumbat/buntu (seperti hidung).",0,0.5367,0.9986,1,1,2383,5.32e-05,32,136
deepseek-v4-flash,Bedat,"Bedat berarti ""tidak mau menurut"" atau ""tidak mau mendengarkan"" (biasanya untuk anak yang membangkang).",0,0.1002,0.5036,14,1,6333,0.00013311,31,461
deepseek-v4-flash,Bisane,"Artinya adalah ""bisanya"" atau ""yang bisa"", merujuk pada kemampuan atau cara seseorang melakukan sesuatu.",1,0.5597,0.999,1,2,3025,4.83e-05,31,157
deepseek-v4-flash,Blumbang,Blumbang artinya kolam air (atau telaga kecil) yang biasa digunakan untuk mandi atau mencuci.,1,0.5537,0.9989,12,1,3669,4.9504e-05,32,205
deepseek-v4-flash,Bolo,"""Bolo"" dalam bahasa Jawa berarti ""teman"" atau ""kawan"".",1,0.5091,0.9978,6,3,1416,3.122e-05,31,96
deepseek-v4-flash,Bondho,Bondho artinya harta atau kekayaan.,1,0.6685,0.9998,3,1,3319,1.755e-05,31,82
deepseek-v4-flash,Bongko,"Bongko adalah makanan yang dibungkus daun pisang lalu dikukus, mirip dengan botok atau pepes.",1,0.6701,0.9998,2,2,3646,3.5672e-05,32,180
deepseek-v4-flash,Briwut,Briwut artinya kumis (bulu yang tumbuh di atas bibir).,0,0.1275,0.6141,13,1,6370,9.992e-05,32,342
deepseek-v4-flash,Carane,"""Carane"" berarti ""caranya"" dalam bahasa Indonesia.",1,0.4241,0.9916,8,1,12856,3.01e-05,31,92
deepseek-v4-flash,Celuk,"Artinya ""panggil"" atau ""memanggil"".",1,0.4633,0.9954,1,1,18006,2.3899876e-05,31,85
deepseek-v4-flash,Cempe,Cempe artinya anak kambing.,1,0.5421,0.9987,8,1,1481,1.092e-05,32,44
deepseek-v4-flash,Cetho,"""Cetho"" berarti ""jelas"" atau ""terlihat jelas"" dalam bahasa Indonesia.",1,0.5705,0.9992,1,1,5145,3.546e-05,32,181
deepseek-v4-flash,Cilik,Artinya kecil.,1,0.5331,0.9985,18,1,2846,5.054e-05,31,165
deepseek-v4-flash,Crigis,"Crigis berarti ""pelit"" atau ""kikir"" dalam bahasa Indonesia.",0,0.1131,0.5575,15,1,2465,4.4196e-05,32,237
deepseek-v4-flash,Dalem,"""Dalem"" berarti ""saya"" (bahasa halus/krama inggil) atau ""rumah/kediaman"" (terutama untuk bangsawan).",1,0.4742,0.9961,7,3,2828,3.10422e-05,31,179
deepseek-v4-flash,Dateng,Dateng artinya datang.,1,0.4391,0.9934,8,2,1209,1.17306e-05,31,58
deepseek-v4-flash,Dong opo ora,"Artinya ""masa tidak?"" atau ""kan, apa tidak?"" (untuk menegaskan atau meminta kepastian).",0,0.3602,0.9792,9,1,3974,4.3196e-05,33,231
deepseek-v4-flash,Dudu,"Arti kata ""dudu"" dalam bahasa Indonesia adalah ""bukan"".",1,0.4311,0.9924,2,1,2841,3.5e-05,31,61
deepseek-v4-flash,Embuh,"Artinya ""tidak tahu"" atau ""tidak mau tahu"" (ungkapan untuk menyatakan ketidaktahuan atau ketidakpedulian).",1,0.5793,0.9993,4,1,3661,3.8781e-05,31,124
deepseek-v4-flash,Endog,"Endog berarti ""telur"" dalam bahasa Indonesia.",1,0.5537,0.9989,11,1,15078,4.1005e-05,31,132
deepseek-v4-flash,Entek,"Entek berarti ""habis"" dalam bahasa Indonesia.",1,0.3921,0.9868,7,1,4292,3.069e-05,31,155
deepseek-v4-flash,Gangsal,Gangsal artinya lima.,1,0.3202,0.9634,1,1,4244,1.8592e-05,32,67
deepseek-v4-flash,Geger,"Artinya ""punggung"" (bagian tubuh), atau bisa juga berarti ""gempar"" (ramai/ribut).",1,0.5262,0.9984,9,2,12899,9.927e-05,31,536
deepseek-v4-flash,Gentho,"Arti kata ""gentho"" dalam bahasa Indonesia adalah ""bodoh"" atau ""tolol"".",0,0.223,0.8672,3,1,9691,2.277e-05,31,111
deepseek-v4-flash,Graji,"Arti kata ""graji"" dalam bahasa Indonesia adalah gergaji (alat untuk memotong kayu atau besi).",1,0.2176,0.8583,4,1,31749,2.1379876e-05,31,75
deepseek-v4-flash,Iki,"""Iki"" artinya ""ini"".",1,0.1448,0.6765,20,1,1186,1.22094e-05,31,61
deepseek-v4-flash,Inggil,"""Inggil"" berarti ""tinggi"" dalam bahasa Indonesia.",1,0.2835,0.9397,13,3,3576,3.5448e-05,31,186
deepseek-v4-flash,Isuk,Isuk artinya pagi.,1,0.372,0.9824,8,1,1451,1.4748e-05,31,71
deepseek-v4-flash,Jalaran,"""Jalaran"" berarti ""karena"" atau ""sebab"" dalam bahasa Indonesia.",1,0.5252,0.9983,5,1,17081,5.6295e-05,31,187
deepseek-v4-flash,Janganan,"Janganan berarti ""sayur-sayuran"" dalam bahasa Indonesia.",1,0.4929,0.9971,7,1,3502,9.436e-05,32,321
deepseek-v4-flash,Jeblos,"Arti kata ""Jeblos"" dalam bahasa Indonesia adalah ""masuk"" atau ""terperosok"" ke dalam lubang atau tempat yang dalam.",1,0.6803,0.9999,3,1,2905,7e-05,32,131
deepseek-v4-flash,Jeglongan,Jeglongan artinya lubang besar atau cekungan di tanah yang sering tergenang air.,1,0.5423,0.9987,3,1,2993,2.8119e-05,33,138
deepseek-v4-flash,Kae,"Kae berarti ""itu"" dalam bahasa Indonesia.",1,0.1132,0.5578,11,1,5301,4.0131e-05,31,205
deepseek-v4-flash,Kajeng,Kajeng dalam bahasa Indonesia berarti besok.,0,0.1016,0.5099,11,2,2280,2.996e-05,31,38
deepseek-v4-flash,Kawulo,"Kawulo berarti ""saya"" atau ""aku"" (dalam bahasa Jawa ngoko), dan juga dapat berarti ""rakyat"" atau ""hamba"" dalam konteks yang lebih luas.",1,0.3424,0.9732,12,2,13228,5.0107876e-05,31,189
deepseek-v4-flash,Kaya dene,"Artinya ""seperti"" atau ""bagaikan"" (ibarat).",1,0.4269,0.992,4,1,4839,3.43e-05,33,106
deepseek-v4-flash,Kebluk,"Arti kata ""kebluk"" dalam bahasa Indonesia adalah terperosok atau terbenam ke dalam lumpur (atau air).",0,0.3371,0.9711,6,2,1961,2.13864e-05,32,118
deepseek-v4-flash,Keluk,"Keluk berarti asap (atau bisa juga berarti lengkung, tergantung konteks).",1,0.6029,0.9995,2,1,5293,5.194e-05,37,167
deepseek-v4-flash,Kepethuk,"Kepethuk berarti ""bertemu"" atau ""terjumpa"" (biasanya secara tidak sengaja) dalam bahasa Indonesia.",1,0.5394,0.9986,6,1,11932,9.38e-05,32,319
deepseek-v4-flash,Keplongor,"Arti kata ""keplongor"" adalah terpeleset atau tergelincir (kakinya) karena licin.",0,0.1696,0.7511,11,1,1757,4.601e-05,33,149
deepseek-v4-flash,Kiwa,"Arti kata ""Kiwa"" dalam bahasa Indonesia adalah ""kiri"".",1,0.3599,0.9791,4,1,2266,1.5648e-05,31,76
deepseek-v4-flash,Koen,"Koen berarti ""kamu"" atau ""engkau"" dalam bahasa Indonesia.",1,0.5551,0.9989,4,1,2317,4.14e-05,31,88
deepseek-v4-flash,Kowe,"""Kowe"" berarti ""kamu"" dalam bahasa Indonesia.",1,0.0992,0.4997,11,1,28294,8.5e-05,31,161
deepseek-v4-flash,Kula,"Kula berarti ""saya"" dalam bahasa Indonesia.",1,0.0547,0.2998,6,1,2244,3.5988e-05,31,189
deepseek-v4-flash,Kulon,"Kulon berarti ""barat"" dalam bahasa Indonesia.",1,0.2598,0.9172,19,1,3826,3.0485e-05,31,152
